"create_time","id","travel_date","departure_city","departure_city_name","departure_time","arrival_city","arrival_city_name","arrival_time","duration","stopover","stopover_duration","min_price","min_price_tax","min_price_discount","min_business_price","min_business_price_tax","departure_airport","departure_airport_name","departure_terminal","arrival_airport","arrival_airport_name","arrival_terminal","seat_left","default_cabin","segment_list","economy_policies","business_policies","flights_info","data_source","task_id"
"16/2/2025 21:02:10.604","1891110825535033346","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:55:00","IST","伊斯坦堡","2025-02-27 08:10:00","1515","上海,","130,","3493","1669",,,,"HKG","","T1","IST","",,"3","T,T",,,,"香港:FM3014,上海:MU703,","trip",
"16/2/2025 21:02:10.604","1891110825535033347","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:10:00","IST","伊斯坦堡","2025-02-27 08:10:00","1500","上海,","140,","3937","1734",,,,"HKG","","T1","IST","",,"9","L,Z",,,,"香港:HO1296,上海:MU703,","trip",
"16/2/2025 21:02:10.605","1891110825539227650","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:45:00","IST","伊斯坦堡","2025-02-27 06:05:00","1340","吉隆坡,","245,","16213","1454",,,,"HKG","","T1","IST","",,"4","H,H",,,,"香港:MH9195,吉隆坡:MH4271,","trip",
"16/2/2025 21:02:10.605","1891110825539227651","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:15:00","IST","伊斯坦堡","2025-02-26 18:05:00","1370","法蘭克福,","830,","8496","619",,,,"HKG","","T1","IST","",,"4","H,H",,,,"香港:LH7015,法蘭克福:LH1298,","trip",
"16/2/2025 21:02:10.606","1891110825539227652","26/2/2025 00:00:00","HKG","香港","2025-02-26 20:15:00","IST","伊斯坦堡","2025-02-27 06:20:00","905","北京,","200,","21025","1062",,,,"HKG","","T1","IST","",,"4","Y,B",,,,"香港:CX6116,北京:CA5231,","trip",
"16/2/2025 21:02:10.606","1891110825539227653","26/2/2025 00:00:00","HKG","香港","2025-02-26 02:05:00","IST","伊斯坦堡","2025-02-26 20:15:00","1390","首爾,","210,","6574","983",,,,"HKG","","T1","IST","",,"7","E,E",,,,"香港:KE5070,首爾:KE955,","trip",
"16/2/2025 21:02:10.607","1891110825539227654","26/2/2025 00:00:00","HKG","香港","2025-02-26 17:10:00","IST","伊斯坦堡","2025-02-27 05:40:00","1050","河內,","135,","9094","402",,,,"HKG","","T1","IST","",,"4","N,H",,,,"香港:VN3567,河內:VN3085,","trip",
"16/2/2025 21:02:10.608","1891110825551810562","26/2/2025 00:00:00","HKG","香港","2025-02-26 23:35:00","IST","伊斯坦堡","2025-02-27 17:25:00","1370","倫敦,","885,","8032","1492",,,,"HKG","","T1","IST","",,"9","M,M",,,,"香港:CX255,倫敦:BA676,","trip",
"16/2/2025 21:02:10.609","1891110825551810563","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:55:00","IST","伊斯坦堡","2025-02-27 17:05:00","2050","莫斯科,","655,","4742","437",,,,"HKG","","T1","IST","",,"2","N,N",,,,"香港:SU213,莫斯科:SU2132,","trip",
"16/2/2025 21:02:10.609","1891110825551810564","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:45:00","IST","伊斯坦堡","2025-02-27 05:30:00","1065","胡志明市,","170,","9082","405",,,,"HKG","","T1","IST","",,"4","H,Q",,,,"香港:VN3561,胡志明市:VN3083,","trip",
"16/2/2025 21:02:10.61","1891110825551810565","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:55:00","IST","伊斯坦堡","2025-02-27 22:55:00","2400","莫斯科,","655,","4742","437",,,,"HKG","","T1","IST","",,"2","N,N",,,,"香港:SU213,莫斯科:SU2138,","trip",
"16/2/2025 21:02:10.61","1891110825560199169","26/2/2025 00:00:00","HKG","香港","2025-02-26 13:20:00","IST","伊斯坦堡","2025-02-27 08:10:00","1430","上海,","140,","4016","1740",,,,"HKG","","T1","IST","",,"9","O,Z",,,,"香港:HX258,上海:MU703,","trip",
"16/2/2025 21:02:10.611","1891110825564393473","26/2/2025 00:00:00","HKG","香港","2025-02-26 09:00:00","IST","伊斯坦堡","2025-02-27 08:10:00","1690","上海,","155,","4016","1740",,,,"HKG","","T1","IST","",,"9","O,Z",,,,"香港:HX236,上海:MU703,","trip",
"16/2/2025 21:02:10.611","1891110825564393474","26/2/2025 00:00:00","HKG","香港","2025-02-26 10:45:00","IST","伊斯坦堡","2025-02-27 08:10:00","1585","上海,","165,","4352","1731",,,,"HKG","","T1","IST","",,"9","Q,Z",,,,"香港:CX376,上海:MU703,","trip",
"16/2/2025 21:02:10.612","1891110825564393475","26/2/2025 00:00:00","HKG","香港","2025-02-26 17:35:00","IST","伊斯坦堡","2025-02-27 05:55:00","1040","台北,","105,","13934","1045",,,,"HKG","","T1","IST","",,"4","B,Y",,,,"香港:BR856,台北:BR3809,","trip",
"16/2/2025 21:02:10.613","1891110825564393476","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:25:00","IST","伊斯坦堡","2025-02-27 13:55:00","1830","烏蘭巴托,","280,","5072","938",,,,"HKG","","T1","IST","",,"4","V,S",,,,"香港:OM298,烏蘭巴托:OM1161,","trip",
"16/2/2025 21:02:10.613","1891110825564393477","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:15:00","IST","伊斯坦堡","2025-02-26 22:45:00","1650","法蘭克福,","830,","8496","619",,,,"HKG","","T1","IST","",,"4","H,H",,,,"香港:LH7015,法蘭克福:LH1304,","trip",
"16/2/2025 21:02:10.614","1891110825576976385","26/2/2025 00:00:00","HKG","香港","2025-02-26 14:30:00","IST","伊斯坦堡","2025-02-27 05:40:00","1210","河內,","130,","8254","405",,,,"HKG","","T1","IST","",,"4","T,H",,,,"香港:VN593,河內:VN3085,","trip",
"16/2/2025 21:02:10.615","1891110825576976386","26/2/2025 00:00:00","HKG","香港","2025-02-26 21:00:00","IST","伊斯坦堡","2025-02-28 00:50:00","1970","杜拜,","715,","13818","1678",,,,"HKG","","T1","IST","",,"3","Y,Y",,,,"香港:EK385,杜拜:EK2214,","trip",
"16/2/2025 21:02:10.616","1891110825581170690","26/2/2025 00:00:00","HKG","香港","2025-02-26 09:45:00","IST","伊斯坦堡","2025-02-27 08:10:00","1645","上海,","165,","4352","1731",,,,"HKG","","T1","IST","",,"9","Q,Z",,,,"香港:CX368,上海:MU703,","trip",
"16/2/2025 21:02:10.616","1891110825581170691","26/2/2025 00:00:00","HKG","香港","2025-02-26 23:20:00","IST","伊斯坦堡","2025-02-27 16:55:00","1355","阿姆斯特丹,","855,","32142","1154",,,,"HKG","","T1","IST","",,"9","Y,T",,,,"香港:CX271,阿姆斯特丹:KL1959,","trip",
"16/2/2025 21:02:10.618","1891110825581170692","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:50:00","IST","伊斯坦堡","2025-02-27 06:05:00","2055","首爾,","210,","7084","978",,,,"HKG","","T1","IST","",,"4","V,E",,,,"香港:OZ746,首爾:OZ6931,","trip",
"16/2/2025 21:02:10.618","1891110825593753601","26/2/2025 00:00:00","HKG","香港","2025-02-26 08:10:00","IST","伊斯坦堡","2025-02-27 01:10:00","1320","倫敦,","890,","6944","1492",,,,"HKG","","T1","IST","",,"9","V,V",,,,"香港:CX257,倫敦:BA680,","trip",
"16/2/2025 21:02:10.619","1891110825593753602","26/2/2025 00:00:00","HKG","香港","2025-02-26 22:55:00","IST","伊斯坦堡","2025-02-27 17:25:00","1410","倫敦,","875,","8032","1492",,,,"HKG","","T1","IST","",,"9","M,M",,,,"香港:CX251,倫敦:BA676,","trip",
"16/2/2025 21:02:10.62","1891110825593753603","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:15:00","IST","伊斯坦堡","2025-02-26 18:05:00","1370","法蘭克福,","830,","8071","1631",,,,"HKG","","T1","IST","",,"7","V,S",,,,"香港:CX289,法蘭克福:LH1298,","trip",
"16/2/2025 21:02:10.62","1891110825602142210","26/2/2025 00:00:00","HKG","香港","2025-02-26 08:40:00","IST","伊斯坦堡","2025-02-27 05:30:00","1550","胡志明市,","175,","11197","402",,,,"HKG","","T1","IST","",,"4","Y,Q",,,,"香港:VN3563,胡志明市:VN3083,","trip",
"16/2/2025 21:02:10.621","1891110825602142211","26/2/2025 00:00:00","HKG","香港","2025-02-26 13:20:00","IST","伊斯坦堡","2025-02-27 06:05:00","1305","首爾,","190,","8124","978",,,,"HKG","","T1","IST","",,"4","E,E",,,,"香港:OZ722,首爾:OZ6931,","trip",
"16/2/2025 21:02:10.621","1891110825602142212","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:55:00","IST","伊斯坦堡","2025-02-27 06:05:00","1090","曼谷,","195,","21813","1554",,,,"HKG","","T1","IST","",,"9","Q,Y",,,,"香港:HX765,曼谷:TG900,","trip",
"16/2/2025 21:02:10.622","1891110825610530818","26/2/2025 00:00:00","HKG","香港","2025-02-26 13:35:00","IST","伊斯坦堡","2025-02-27 05:45:00","1270","馬尼拉市,","130,","10352","1090",,,,"HKG","","T1","IST","",,"4","S,S",,,,"香港:PR319,馬尼拉市:PR3789,","trip",
"16/2/2025 21:02:10.622","1891110825610530819","26/2/2025 00:00:00","HKG","香港","2025-02-26 07:30:00","IST","伊斯坦堡","2025-02-27 08:10:00","1780","上海,","160,","4352","1731",,,,"HKG","","T1","IST","",,"9","Q,Z",,,,"香港:CX366,上海:MU703,","trip",
"16/2/2025 21:02:10.623","1891110825610530820","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:35:00","IST","伊斯坦堡","2025-02-26 18:30:00","1375","杜拜,","545,","13102","1102",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:EK381,杜拜:QF8121,","trip",
"16/2/2025 21:02:10.624","1891110825614725122","26/2/2025 00:00:00","HKG","香港","2025-02-26 23:35:00","IST","伊斯坦堡","2025-02-28 00:30:00","1795","倫敦,","885,","6944","1492",,,,"HKG","","T1","IST","",,"9","V,V",,,,"香港:CX255,倫敦:BA680,","trip",
"16/2/2025 21:02:10.624","1891110825614725123","26/2/2025 00:00:00","HKG","香港","2025-02-26 22:45:00","IST","伊斯坦堡","2025-02-27 17:25:00","1420","倫敦,","900,","13774","821",,,,"HKG","","T1","IST","",,"2","B,B",,,,"香港:BA032,倫敦:BA676,","trip",
"16/2/2025 21:02:10.625","1891110825614725124","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:25:00","IST","伊斯坦堡","2025-02-27 05:45:00","1400","馬尼拉市,","135,","10491","1090",,,,"HKG","","T1","IST","",,"4","S,S",,,,"香港:PR301,馬尼拉市:PR3789,","trip",
"16/2/2025 21:02:10.625","1891110825614725125","26/2/2025 00:00:00","HKG","香港","2025-02-26 15:30:00","IST","伊斯坦堡","2025-02-27 05:55:00","1165","台北,","100,","13934","1045",,,,"HKG","","T1","IST","",,"4","B,Y",,,,"香港:BR870,台北:BR3809,","trip",
"16/2/2025 21:02:10.626","1891110825614725126","26/2/2025 00:00:00","HKG","香港","2025-02-26 09:40:00","IST","伊斯坦堡","2025-02-27 06:20:00","1540","北京,","215,","3698","1961",,,,"HKG","","T1","IST","",,"9","N,V",,,,"香港:CX5260,北京:TK089,","trip",
"16/2/2025 21:02:10.626","1891110825627308034","26/2/2025 00:00:00","HKG","香港","2025-02-26 22:55:00","IST","伊斯坦堡","2025-02-28 00:30:00","1835","倫敦,","875,","6944","1492",,,,"HKG","","T1","IST","",,"9","V,V",,,,"香港:CX251,倫敦:BA680,","trip",
"16/2/2025 21:02:10.626","1891110825627308035","26/2/2025 00:00:00","HKG","香港","2025-02-26 00:15:00","IST","伊斯坦堡","2025-02-26 22:45:00","1650","法蘭克福,","830,","8071","1631",,,,"HKG","","T1","IST","",,"7","V,S",,,,"香港:CX289,法蘭克福:LH1304,","trip",
"16/2/2025 21:02:10.627","1891110825627308036","26/2/2025 00:00:00","HKG","香港","2025-02-26 13:30:00","IST","伊斯坦堡","2025-02-27 05:55:00","1285","台北,","110,","13934","1045",,,,"HKG","","T1","IST","",,"4","B,Y",,,,"香港:BR868,台北:BR3809,","trip",
"16/2/2025 21:02:10.627","1891110825627308037","26/2/2025 00:00:00","HKG","香港","2025-02-26 22:45:00","IST","伊斯坦堡","2025-02-28 00:30:00","1845","倫敦,","900,","13774","821",,,,"HKG","","T1","IST","",,"2","B,B",,,,"香港:BA032,倫敦:BA680,","trip",
"16/2/2025 21:02:10.627","1891110825627308038","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:05:00","IST","伊斯坦堡","2025-02-27 06:05:00","1140","曼谷,","190,","24320","1545",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX701,曼谷:TG900,","trip",
"16/2/2025 21:02:10.628","1891110825635696642","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:00:00","IST","伊斯坦堡","2025-02-27 08:35:00","1295","新加坡,","250,","22089","457",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX657,新加坡:SQ392,","trip",
"16/2/2025 21:02:10.628","1891110825635696643","26/2/2025 00:00:00","HKG","香港","2025-02-26 14:30:00","IST","伊斯坦堡","2025-02-27 06:05:00","1235","曼谷,","190,","24048","1545",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX751,曼谷:TG900,","trip",
"16/2/2025 21:02:10.628","1891110825635696644","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:25:00","IST","伊斯坦堡","2025-02-27 13:55:00","1830","烏蘭巴托,","280,","5794","1419",,,,"HKG","","T1","IST","",,"9","O,L",,,,"香港:OM298,烏蘭巴托:TK237,","trip",
"16/2/2025 21:02:10.629","1891110825639890946","26/2/2025 00:00:00","HKG","香港","2025-02-26 10:00:00","IST","伊斯坦堡","2025-02-27 08:10:00","1630","上海,","140,","5596","1731",,,,"HKG","","T1","IST","",,"9","M,Z",,,,"香港:CX348,上海:MU703,","trip",
"16/2/2025 21:02:10.629","1891110825639890947","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:50:00","IST","伊斯坦堡","2025-02-27 06:05:00","1335","曼谷,","180,","22190","1554",,,,"HKG","","T1","IST","",,"9","Q,Y",,,,"香港:HX775,曼谷:TG900,","trip",
"16/2/2025 21:02:10.63","1891110825639890948","26/2/2025 00:00:00","HKG","香港","2025-02-26 15:05:00","IST","伊斯坦堡","2025-02-27 08:35:00","1350","新加坡,","250,","22089","457",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX635,新加坡:SQ392,","trip",
"16/2/2025 21:02:10.63","1891110825644085250","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:15:00","IST","伊斯坦堡","2025-02-27 05:55:00","1420","台北,","105,","13934","1045",,,,"HKG","","T1","IST","",,"4","B,Y",,,,"香港:BR852,台北:BR3809,","trip",
"16/2/2025 21:02:10.63","1891110825644085251","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:45:00","IST","伊斯坦堡","2025-02-27 14:25:00","1600","杜拜,","560,","29851","1651",,,,"HKG","","T1","IST","",,"9","Y,L",,,,"香港:CX731,杜拜:EK123,","trip",
"16/2/2025 21:02:10.631","1891110825644085252","26/2/2025 00:00:00","HKG","香港","2025-02-26 10:10:00","IST","伊斯坦堡","2025-02-27 05:55:00","1485","台北,","110,","13934","1045",,,,"HKG","","T1","IST","",,"4","B,Y",,,,"香港:BR892,台北:BR3809,","trip",
"16/2/2025 21:02:10.631","1891110825644085253","26/2/2025 00:00:00","HKG","香港","2025-02-26 12:00:00","IST","伊斯坦堡","2025-02-27 06:05:00","1385","曼谷,","185,","24721","1545",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX653,曼谷:TG900,","trip",
"16/2/2025 21:02:10.631","1891110825644085254","26/2/2025 00:00:00","HKG","香港","2025-02-26 11:40:00","IST","伊斯坦堡","2025-02-27 08:35:00","1555","新加坡,","245,","22089","457",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX739,新加坡:SQ392,","trip",
"16/2/2025 21:02:10.632","1891110825652473858","26/2/2025 00:00:00","HKG","香港","2025-02-26 09:10:00","IST","伊斯坦堡","2025-02-27 08:35:00","1705","新加坡,","430,","22096","464",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX619,新加坡:SQ392,","trip",
"16/2/2025 21:02:10.632","1891110825652473859","26/2/2025 00:00:00","HKG","香港","2025-02-26 20:35:00","IST","伊斯坦堡","2025-02-28 06:05:00","2310","上海,","155,","6485","1964",,,,"HKG","","T1","IST","",,"9","K,O",,,,"香港:HO1292,上海:TK027,","trip",
"16/2/2025 21:02:10.632","1891110825652473860","26/2/2025 00:00:00","HKG","香港","2025-02-26 18:00:00","IST","伊斯坦堡","2025-02-27 14:25:00","1525","杜拜,","545,","13338","1102",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:EK383,杜拜:QF8123,","trip",
"16/2/2025 21:02:10.633","1891110825656668161","26/2/2025 00:00:00","HKG","香港","2025-02-26 16:45:00","IST","伊斯坦堡","2025-02-27 14:25:00","1600","杜拜,","560,","29244","1082",,,,"HKG","","T1","IST","",,"9","Y,Y",,,,"香港:CX731,杜拜:QF8123,","trip",
